College,Predominant Degree,Highest Degree,Control,Region,Locale,Admission Rate,Undergrad Population,Average Cost,ACT Median,SAT Average,% White,% Black,% Hispanic,% Asian,% American Indian,% Pacific Islander,% Biracial,% Nonresident Aliens,% Part-time Undergrads,Expenditure Per Student,Average Faculty Salary,% Full-time Faculty,% Undergrads with Pell Grant,Completion Rate 150% time,Retention Rate (First Time Students),% Undergrads 25+ y.o.,3 Year Default Rate,Median Debt,Median Debt on Graduation,Median Debt on Withdrawal,% Federal Loans,% Pell Grant Recipients,Average Age of Entry,Average Family Income,Median Family Income,Poverty Rate,Number of Unemployed 8 years after entry,Number of Employed 8 years after entry,Mean Earnings 8 years After Entry,Median Earnings 8 years After Entry,LATITUDE,LONGITUDE
Elon University,3,4,Private,Southeast,Mid-size Suburb,0.53979999999999995,5599,41679,25,1200,0.81620000000000004,6.3200000000000006E-2,4.6300000000000001E-2,1.9099999999999999E-2,3.3999999999999998E-3,8.9999999999999998E-4,1.6299999999999999E-2,1.77E-2,2.41E-2,14745,8485,0.71179999999999999,9.11E-2,0.8165,0.89890000000000003,6.1000000000000004E-3,2.4,20500,24500,19000,0.980000019,0.25,19.530000690000001,118353.3,104953,4.829999924,46,939,47500,43600,36.104149,-79.505632
New Mexico Institute of Mining and Technology,3,4,Public,Southwest,Remote Town,0.41360000000000002,1490,17600,26,1200,0.59189999999999998,2.01E-2,0.25440000000000002,2.8899999999999999E-2,3.6200000000000003E-2,6.9999999999999999E-4,3.6900000000000002E-2,2.9499999999999998E-2,4.8300000000000003E-2,9268,6908,0.61580000000000001,0.29520000000000002,0.44169999999999998,0.76590000000000003,0.1827,6.9,9283,16083,7500,0.769999981,0.61000001400000003,21.520000459999999,60441.2,42214,13.43999958,27,290,52800,48600,34.06618984,-106.9077014
Loyola Marymount University,3,4,Private,Far West,Large City,0.54120000000000001,6087,55432,27,1202,0.4894,5.6300000000000003E-2,0.221,0.1045,2.5000000000000001E-3,1.2999999999999999E-3,7.2599999999999998E-2,5.2400000000000002E-2,2.76E-2,14921,10098,0.53520000000000001,0.1923,0.75829999999999997,0.91439999999999999,2.3199999999999998E-2,3.9,20201.5,22299.5,13562.5,0.97000002900000004,0.37000000500000002,20.120000839999999,101494.67,76696,8.6000003809999992,154,1450,58000,49600,33.97085505,-118.4157451
Gonzaga University,3,4,Private,Far West,Mid-size City,0.66510000000000002,4830,46475,27,1204,0.73750000000000004,1.01E-2,8.6099999999999996E-2,3.8699999999999998E-2,5.5999999999999999E-3,4.5999999999999999E-3,5.7799999999999997E-2,2.7099999999999999E-2,1.04E-2,9687,8626,0.58860000000000001,0.18790000000000001,0.82279999999999998,0.9425,2.98E-2,2.2999999999999998,26035,27000,16049.5,0.97000002900000004,0.37000000500000002,20.579999919999999,102446.28,87057,6.8400001530000001,82,1107,52500,47900,47.668144,-117.403062
Hope College,3,3,Private,Great Lakes,Small City,0.72529999999999994,3296,38593,27,1204,0.85350000000000004,2.2499999999999999E-2,6.7100000000000007E-2,1.6400000000000001E-2,8.9999999999999998E-4,0,1.9400000000000001E-2,2.0299999999999999E-2,2.4899999999999999E-2,9281,7591,0.67869999999999997,0.20399999999999999,0.78139999999999998,0.88360000000000005,1.5299999999999999E-2,3.5,25000,27000,14025,0.980000019,0.34000000400000002,19.450000760000002,107260.41,91493,4.5500001909999996,44,792,41400,39700,42.78805162,-86.1053755
Texas Christian University,3,4,Private,Southwest,Large City,0.47389999999999999,8597,48189,27,1206,0.73799999999999999,5.1200000000000002E-2,0.10589999999999999,2.24E-2,9.7999999999999997E-3,2.5999999999999999E-3,7.7000000000000002E-3,4.5499999999999999E-2,3.3500000000000002E-2,14422,10206,0.98040000000000005,0.1447,0.76,0.90210000000000001,5.21E-2,4.3,19500,22500,9500,0.97000002900000004,0.36000001399999998,20.549999239999998,103263.14,81852.5,6.4699997900000001,136,1651,50700,45800,32.70956756,-97.3615366
Michigan Technological University,3,4,Public,Great Lakes,Remote Town,0.76590000000000003,5536,24724,27,1206,0.84450000000000003,1.2999999999999999E-2,2.0400000000000001E-2,7.9000000000000008E-3,5.4000000000000003E-3,5.0000000000000001E-4,2.1700000000000001E-2,5.6899999999999999E-2,6.1199999999999997E-2,11415,9142,0.85870000000000002,0.26700000000000002,0.64529999999999998,0.82189999999999996,4.8599999999999997E-2,6,21812,27000,11000,0.97000002900000004,0.439999998,19.920000080000001,82033.179999999993,76868.5,5.9800000190000002,113,1457,56700,57400,47.11830019,-88.54640255
University of Iowa,3,4,Public,Great Plains,Small City,0.80230000000000001,21314,21832,27,1208,0.71589999999999998,2.76E-2,5.8999999999999997E-2,3.0300000000000001E-2,1.9E-3,8.9999999999999998E-4,2.41E-2,0.1,9.4399999999999998E-2,13911,10194,0.86370000000000002,0.19059999999999999,0.69620000000000004,0.85840000000000005,8.5500000000000007E-2,4.0999999999999996,18692.5,22500,12000,0.959999979,0.38999998600000002,20.950000760000002,83051.199999999997,74267,5.3699998860000004,303,5665,51300,44000,41.66069518,-91.535698
Chapman University,3,4,Private,Far West,Mid-size City,0.4471,5940,57020,27,1208,0.5978,1.6199999999999999E-2,0.14330000000000001,9.8100000000000007E-2,3.0000000000000001E-3,2.3999999999999998E-3,5.8599999999999999E-2,3.7999999999999999E-2,3.4799999999999998E-2,13977,11095,1,0.20349999999999999,0.76100000000000001,0.9073,3.0300000000000001E-2,3.5,19000,20250,14000,0.97000002900000004,0.34000000400000002,27.719999309999999,71813.399999999994,53889,8.3100004199999997,363,3037,49800,48000,33.79367792,-117.8514805
University of Massachusetts-Amherst,3,4,Public,New England,Large Suburb,0.62939999999999996,21672,25665,27,1209,0.66849999999999998,3.5900000000000001E-2,4.82E-2,7.7399999999999997E-2,1.2999999999999999E-3,5.9999999999999995E-4,2.3199999999999998E-2,2.1600000000000001E-2,5.9400000000000001E-2,12988,11354,0.80200000000000005,0.25130000000000002,0.72660000000000002,0.89300000000000002,8.1100000000000005E-2,5.6,21500,24250,12250,0.959999979,0.40000000600000002,20.590000150000002,85910.2,75270.5,5.5999999049999998,421,5259,46800,43500,42.388647,-72.529312
University of Maryland-Baltimore County,3,4,Public,Mid-Atlantic,Large Suburb,0.63149999999999995,11012,22024,27,1209,0.4521,0.15939999999999999,5.6800000000000003E-2,0.1983,1.5E-3,1.5E-3,3.5999999999999997E-2,4.2299999999999997E-2,0.1381,9852,8985,0.69769999999999999,0.26950000000000002,0.64580000000000004,0.87329999999999997,0.1515,5.6,17500,21500,11750,0.87999999500000003,0.50999998999999996,21.379999160000001,73930.94,59891,4.920000076,231,1985,50700,46900,39.25668589,-76.71160698
Rutgers University-New Brunswick,3,4,Public,Mid-Atlantic,Small City,0.59509999999999996,33427,28011,0,1210,0.45179999999999998,7.6700000000000004E-2,0.123,0.25559999999999999,8.0000000000000004E-4,3.2000000000000002E-3,3.3099999999999997E-2,3.78E-2,5.3800000000000001E-2,14782,10967,0.57040000000000002,0.3105,0.79690000000000005,0.9093,8.8599999999999998E-2,5.2,19500,22250,13000,0.93000000699999996,0.5,20.979999540000001,76131.149999999994,59041,6.0199999809999998,1048,10583,55700,50300,40.49953534,-74.44700726
Purdue University-Main Campus,3,4,Public,Great Lakes,Mid-size Suburb,0.60419999999999996,30167,23109,27,1211,0.67659999999999998,3.2199999999999999E-2,3.95E-2,4.82E-2,1.1999999999999999E-3,8.9999999999999998E-4,1.9300000000000001E-2,0.1636,5.1400000000000001E-2,15477,11005,0.94489999999999996,0.20580000000000001,0.69940000000000002,0.90590000000000004,5.5100000000000003E-2,5.0999999999999996,20500,23766,12000,0.939999998,0.43000000700000002,20.36000061,87549.24,77728,5.2399997709999999,474,6955,53800,47500,40.428206,-86.914435
Florida State University,3,4,Public,Southeast,Mid-size City,0.56810000000000005,32086,20774,27,1212,0.66700000000000004,8.5000000000000006E-2,0.1704,2.5100000000000001E-2,3.8E-3,1.8E-3,2.2800000000000001E-2,1.04E-2,0.1052,8596,9706,0.80169999999999997,0.30649999999999999,0.76880000000000004,0.91710000000000003,6.8099999999999994E-2,5.8,18750,21000,12999.5,0.89999997600000003,0.540000021,20.760000229999999,68162.48,51372.5,8.8999996190000008,654,6951,44700,40000,30.443222,-84.301554
University of California-Santa Barbara,3,4,Public,Far West,Mid-size Suburb,0.44440000000000002,19362,31913,27,1212,0.39650000000000002,2.1299999999999999E-2,0.24809999999999999,0.17630000000000001,1E-3,6.9999999999999999E-4,8.43E-2,3.9699999999999999E-2,1.4800000000000001E-2,10571,13048,0.83399999999999996,0.37980000000000003,0.80700000000000005,0.91930000000000001,2.2200000000000001E-2,4.5,15000,18057,12625,0.91000002599999996,0.579999983,20.049999239999998,70987.149999999994,51240,9.4799995419999998,428,3995,50300,45600,34.412344,-119.851493
Butler University,3,4,Private,Great Lakes,Large City,0.66100000000000003,3998,47010,28,1212,0.82689999999999997,3.5299999999999998E-2,3.2000000000000001E-2,2.8299999999999999E-2,2E-3,0,1.4E-2,2.2499999999999999E-2,1.2500000000000001E-2,12922,7980,1,0.1739,0.73860000000000003,0.91100000000000003,1.8499999999999999E-2,2,25000,26600,10975,0.980000019,0.25,20.090000150000002,109689.19,99069,4.8200001720000003,46,1112,62400,50700,39.84016678,-86.17068693
Creighton University,3,4,Private,Great Plains,Large City,0.76649999999999996,3943,46248,27,1214,0.73750000000000004,2.4899999999999999E-2,6.9699999999999998E-2,9.3299999999999994E-2,4.7999999999999996E-3,3.5999999999999999E-3,4.0099999999999997E-2,1.7999999999999999E-2,3.8800000000000001E-2,13789,9081,0.67559999999999998,0.191,0.75919999999999999,0.90880000000000005,7.7499999999999999E-2,2,21500,23750,13950,0.97000002900000004,0.310000002,20.809999470000001,101259.23,80669.5,5.6500000950000002,54,1170,59300,51200,41.26535402,-95.94779995
Taylor University,3,4,Private,Great Lakes,Distant Town,0.876,1873,38845,28,1214,0.87350000000000005,2.3E-2,2.6700000000000002E-2,2.5600000000000001E-2,2.7000000000000001E-3,2.0999999999999999E-3,7.4999999999999997E-3,3.7900000000000003E-2,2.5100000000000001E-2,9780,6365,0.62929999999999997,0.18490000000000001,0.74150000000000005,0.89359999999999995,4.0500000000000001E-2,3.4,20500,24712.5,11875,0.939999998,0.46000000800000002,20.870000839999999,82840.55,71404,5.25,84,727,35500,32800,40.45838197,-85.49690642
Auburn University,3,4,Public,Southeast,Small City,0.82740000000000002,19761,23788,27,1215,0.85429999999999995,7.1400000000000005E-2,2.53E-2,2.1299999999999999E-2,7.7000000000000002E-3,0,0,7.4000000000000003E-3,9.0200000000000002E-2,11324,9429,0.878,0.16869999999999999,0.67920000000000003,0.89459999999999995,4.1500000000000002E-2,6.1,18250,22250,11000,0.959999979,0.46000000800000002,20.329999919999999,88745.91,71775.5,9.5900001530000001,345,3804,47100,41800,32.600201,-85.492409
Baylor University,3,4,Private,Southwest,Mid-size City,0.57469999999999999,13221,51086,27,1215,0.64080000000000004,7.4099999999999999E-2,0.1386,6.4600000000000005E-2,3.3E-3,2.9999999999999997E-4,4.7300000000000002E-2,2.8899999999999999E-2,1.4200000000000001E-2,14046,8793,0.81479999999999997,0.22,0.74719999999999998,0.88249999999999995,2.4500000000000001E-2,4.8,21000,25281,9500,0.94999998799999996,0.439999998,19.799999239999998,93014.48,72163,7.4600000380000004,200,2541,47700,43700,31.54614957,-97.11845258
Marquette University,3,4,Private,Great Lakes,Large City,0.57450000000000001,8190,46649,27,1217,0.74180000000000001,4.5400000000000003E-2,9.3299999999999994E-2,4.6300000000000001E-2,1.8E-3,1.1000000000000001E-3,3.3000000000000002E-2,3.4799999999999998E-2,2.3699999999999999E-2,9995,9665,0.5544,0.16889999999999999,0.78239999999999998,0.90710000000000002,2.6800000000000001E-2,2.5,24760,27000,11000,0.980000019,0.280000001,20.170000080000001,105199.44,93069,5.170000076,111,2278,57800,52300,43.03718292,-87.93108826
Yeshiva University,3,4,Private,Mid-Atlantic,Large City,0.8216,2887,53825,26,1217,0.91930000000000001,6.9999999999999999E-4,4.1999999999999997E-3,6.9999999999999999E-4,0,0,3.5000000000000001E-3,5.7799999999999997E-2,3.6400000000000002E-2,33021,5086,0.69159999999999999,0.18099999999999999,0.85189999999999999,0.92900000000000005,2.3999999999999998E-3,3.3,15358.5,19361,10500,0.88999998599999997,0.41999998700000002,19.620000839999999,109592.47,87607,8.2200002669999996,112,420,59500,49000,40.85079952,-73.92854103
Virginia Polytechnic Institute and State University,3,4,Public,Southeast,Small City,0.70279999999999998,23928,25513,0,1220,0.71819999999999995,3.49E-2,5.1200000000000002E-2,8.48E-2,1.6000000000000001E-3,1.2999999999999999E-3,4.0300000000000002E-2,3.8199999999999998E-2,2.0400000000000001E-2,10476,10146,0.98119999999999996,0.17349999999999999,0.82430000000000003,0.91190000000000004,2.76E-2,2.6,21500,25000,13925,0.959999979,0.33000001299999998,19.709999079999999,104751.65,95419,5.3099999430000002,270,4439,55900,52900,37.2299064,-80.41998783
St Mary's College of Maryland,3,4,Public,Mid-Atlantic,Small Suburb,0.72040000000000004,1794,29174,28,1221,0.74529999999999996,7.9699999999999993E-2,6.4699999999999994E-2,2.6200000000000001E-2,1.6999999999999999E-3,0,4.1200000000000001E-2,1.4500000000000001E-2,2.01E-2,13542,6981,0.74160000000000004,0.152,0.79310000000000003,0.89980000000000004,2.86E-2,1.4,19130,21671.5,9500,0.939999998,0.28999999199999998,19.670000080000001,107725.72,103581.5,4.6199998860000004,39,383,44300,42900,38.188615,-76.425706
CUNY Bernard M Baruch College,3,4,Public,Mid-Atlantic,Large City,0.24829999999999999,13698,15112,0,1225,0.27989999999999998,9.2299999999999993E-2,0.1545,0.3397,1.6999999999999999E-3,3.0000000000000001E-3,7.3000000000000001E-3,0.1217,0.24129999999999999,7969,8651,0.46239999999999998,0.45019999999999999,0.66869999999999996,0.87619999999999998,0.26129999999999998,6.1,10000,11500,8000,0.310000002,0.88999998599999997,21.770000459999999,29059.07,21425,17.489999770000001,477,3161,54100,49500,40.74023821,-73.98341701
University of San Diego,3,4,Private,Far West,Large City,0.48849999999999999,5573,56346,28,1228,0.55389999999999995,2.7799999999999998E-2,0.1888,5.9200000000000003E-2,4.7000000000000002E-3,3.0999999999999999E-3,5.74E-2,5.9900000000000002E-2,2.5700000000000001E-2,13166,11648,0.45179999999999998,0.1807,0.75019999999999998,0.90210000000000001,4.7800000000000002E-2,2.8,19500,22500,10215.5,0.97000002900000004,0.28999999199999998,20.850000380000001,97719.44,69873.5,6.5999999049999998,134,1290,61800,53400,32.77142025,-117.1887209
North Carolina State University at Raleigh,3,4,Public,Southeast,Large City,0.50009999999999999,22977,20511,28,1229,0.75119999999999998,6.9099999999999995E-2,4.2700000000000002E-2,5.2299999999999999E-2,4.4999999999999997E-3,5.9999999999999995E-4,3.1399999999999997E-2,2.6700000000000002E-2,7.17E-2,13831,9774,0.88129999999999997,0.22470000000000001,0.7359,0.92579999999999996,9.74E-2,4.0999999999999996,17750,20500,12000,0.91000002599999996,0.469999999,20.540000920000001,76057.179999999993,66351,7.3600001339999999,306,4025,49900,44100,35.78511061,-78.67451716
University of Denver,3,4,Private,Rocky Mountains,Large City,0.76729999999999998,5505,53614,28,1231,0.68359999999999999,2.7199999999999998E-2,8.8999999999999996E-2,4.1599999999999998E-2,5.1000000000000004E-3,8.9999999999999998E-4,3.1199999999999999E-2,8.8499999999999995E-2,7.0099999999999996E-2,14113,8914,0.50390000000000001,0.18559999999999999,0.7752,0.86780000000000002,7.4099999999999999E-2,1.9,20832,24500,11753,0.939999998,0.34999999399999998,22.870000839999999,86015.75,55997.5,5.2800002099999999,158,1392,53700,47600,39.68143947,-104.9615317
The College of Wooster,3,3,Private,Great Lakes,Distant Town,0.56330000000000002,2070,51300,28,1231,0.71879999999999999,7.9200000000000007E-2,4.0099999999999997E-2,3.3799999999999997E-2,1.4500000000000001E-2,1E-3,0,7.2499999999999995E-2,4.7999999999999996E-3,13868,8007,0.81699999999999995,0.1938,0.75049999999999994,0.87090000000000001,8.0000000000000002E-3,6.6,20490,25500,8473,0.99000001000000004,0.34999999399999998,19.36000061,99900.84,88881.5,5.9000000950000002,32,411,43600,39900,40.81221622,-81.93304609
Rochester Institute of Technology,3,4,Private,Mid-Atlantic,Large Suburb,0.60160000000000002,12587,45772,28,1232,0.62739999999999996,5.16E-2,6.3500000000000001E-2,5.8900000000000001E-2,2.0999999999999999E-3,5.9999999999999995E-4,2.4500000000000001E-2,5.0999999999999997E-2,0.04,16160,9621,0.67290000000000005,0.31280000000000002,0.63880000000000003,0.86909999999999998,6.6299999999999998E-2,5.2,24500,27000,19849.5,0.97000002900000004,0.47999998900000002,20.649999619999999,82498.77,72166,6.5399999619999996,332,3581,56500,54000,43.08443583,-77.67385371
University of Connecticut,3,4,Public,New England,Large Suburb,0.53659999999999997,17684,25786,28,1233,0.63490000000000002,5.2200000000000003E-2,7.8399999999999997E-2,8.8200000000000001E-2,1.4E-3,6.9999999999999999E-4,2.5600000000000001E-2,3.44E-2,3.4000000000000002E-2,20908,11500,0.96120000000000005,0.20880000000000001,0.83230000000000004,0.93920000000000003,3.4299999999999997E-2,3.8,18983,21500,11600,0.94999998799999996,0.34999999399999998,20.120000839999999,94914.09,86510,4.9600000380000004,320,4800,54100,49700,41.807658,-72.256961
University of Washington-Seattle Campus,3,4,Public,Far West,Large City,0.55230000000000001,28754,24606,28,1234,0.43990000000000001,2.6700000000000002E-2,6.9199999999999998E-2,0.2422,6.6E-3,4.7999999999999996E-3,5.1799999999999999E-2,0.14069999999999999,6.0499999999999998E-2,23645,10461,0.7258,0.24890000000000001,0.81830000000000003,0.93030000000000002,9.9599999999999994E-2,4.3,14793.5,16326,11400,0.87000000499999997,0.540000021,22.63999939,55950.49,38703,6.5700001720000003,678,6080,56400,48300,47.65577518,-122.3108022
Bentley University,3,4,Private,New England,Small City,0.43790000000000001,4172,54806,28,1234,0.61460000000000004,2.9499999999999998E-2,6.8599999999999994E-2,8.0299999999999996E-2,1E-3,0,1.77E-2,0.14530000000000001,2.18E-2,13149,12158,0.62649999999999995,0.15540000000000001,0.87270000000000003,0.9355,2.3099999999999999E-2,1,26000,27000,17375,0.99000001000000004,0.31999999299999998,19.659999849999998,105823.11,93494,5.0300002099999999,66,1199,71600,69000,42.38879812,-71.22014831
The College of New Jersey,3,4,Public,Mid-Atlantic,Large Suburb,0.43109999999999998,6446,28943,0,1235,0.66239999999999999,4.8599999999999997E-2,0.1129,9.1499999999999998E-2,1.6000000000000001E-3,2.8999999999999998E-3,9.4999999999999998E-3,2.2000000000000001E-3,2.1299999999999999E-2,11117,9518,0.43569999999999998,0.18,0.84430000000000005,0.93469999999999998,2.6200000000000001E-2,1.7,21500,23196,12250,0.959999979,0.31999999299999998,19.88999939,103967.08,96654.5,4.579999924,67,1338,53500,52000,40.26874153,-74.7774115
Pepperdine University,3,4,Private,Far West,Large Suburb,0.37340000000000001,3516,58772,0,1235,0.4249,6.8000000000000005E-2,0.15529999999999999,0.1399,4.5999999999999999E-3,2.3E-3,6.2300000000000001E-2,8.7599999999999997E-2,9.98E-2,11299,11650,0.56969999999999998,0.20760000000000001,0.80430000000000001,0.91739999999999999,8.7300000000000003E-2,2.2000000000000002,25000,27000,15943,0.980000019,0.310000002,22.309999470000001,83597.929999999993,60331,6.9000000950000002,101,991,65400,52100,34.04168349,-118.7093804
Saint Louis University,3,4,Private,Great Plains,Large City,0.64429999999999998,7961,52413,28,1237,0.65680000000000005,6.88E-2,3.2899999999999999E-2,8.2299999999999998E-2,1.2999999999999999E-3,0,5.0900000000000001E-2,7.6399999999999996E-2,0.10249999999999999,16641,10028,0.5867,0.14149999999999999,0.69740000000000002,0.86829999999999996,9.5500000000000002E-2,4.7,20500,25000,11000,0.980000019,0.33000001299999998,20.870000839999999,103272.02,87461,6.1799998279999997,119,1894,52700,48100,38.63651622,-90.23343003
